Dimension,dimension_guid,categorisation_code,has_parent,has_all,has_unknown,Ethnicity categorisation,Subtopic,Measure
Cancer diagnosis at an early stage by ethnicity,803264025f9fb3f1471856a2aeb274e04b0f9751,6A,No,Yes,Yes,"Asian, Black, Chinese, Mixed, White, Other",Patient outcomes,Cancer diagnosis at an early stage
Cancer diagnosis at an early stage by ethnicity,0a12b2af6f6d3ed1e9b12cd507544277766dea76,6A,No,Yes,Yes,"Asian, Black, Chinese, Mixed, White, Other",Patient outcomes,Cancer diagnosis at an early stage
Cancer diagnosis at an early stage by ethnicity,977ffd56b7487d37bd6ee24aa970848099998fdf,6A,No,Yes,Yes,"Asian, Black, Chinese, Mixed, White, Other",Patient outcomes,Cancer diagnosis at an early stage
Cancer diagnosis at an early stage by ethnicity,b42f7654a71a214329e6ae4ec4fac98c52ed83d9,6A,No,Yes,Yes,"Asian, Black, Chinese, Mixed, White, Other",Patient outcomes,Cancer diagnosis at an early stage
Cancer diagnosis at an early stage by ethnicity,50830714173dd00df4cd2c582007061d0e30451c,6A,No,Yes,Yes,"Asian, Black, Chinese, Mixed, White, Other",Patient outcomes,Cancer diagnosis at an early stage
People aged 15 and over diagnosed with late stage HIV,786018f12f1d1a4fb954e81d81ee158e4e1f90f2,6C,No,Yes,Yes,"Asian, Black African, Black Caribbean, Black other, White, Other",Patient outcomes,HIV infection late-stage diagnosis in people aged 15 and older
Percentage of people with a common mental disorder by sex and ethnicity,b302561a10782432fe926ccd0b79972316dd88fe,5C,No,No,No,"Asian, Black, White British, White other, Other inc Mixed",Physical and mental health,Adults experiencing common mental disorders
Percentage of people with a common mental disorder by sex and ethnicity,8fbb2c39b7535d5ee5710c3781f77b392b2e2ad8,5C,No,No,No,"Asian, Black, White British, White other, Other inc Mixed",Physical and mental health,Adults experiencing common mental disorders
Percentage of people with a common mental disorder by sex and ethnicity,b23411ebc59197cbba0d7afab24bf743013ee806,5C,No,No,No,"Asian, Black, White British, White other, Other inc Mixed",Physical and mental health,Adults experiencing common mental disorders
Adults receiving treatment for mental or emotional problems by ethnicity,a3f150676def061e3fda3bf679f011304db0e2ab,5C,No,No,No,"Asian, Black, White British, White other, Other inc Mixed",Access to treatment,Adults receiving treatment for mental or emotional problems
Psychotic disorder in the year prior to survey,5b5888bea742b0f0babee48a107e7296f97454a0,4A,No,No,No,"Asian, Black, White, Other",Physical and mental health,Adults experiencing a psychotic disorder
Psychotic disorder in the year prior to survey,a3b550c5078785c0c9258f5e7a941c5a049a9517,4A,No,No,No,"Asian, Black, White, Other",Physical and mental health,Adults experiencing a psychotic disorder
Satisfaction with access to GP services by ethnicity,affde1c28c37d685cdafa559e5a3fdcc2bd85f38,18A,No,Yes,No,2011 census: 18 categories,Access to treatment,Satisfaction with access to GP services
Satisfaction with access to GP services by ethnicity,28e5f0e83b9fce97229d98d86bb9429174eb1c0a,18A,No,Yes,No,2011 census: 18 categories,Access to treatment,Satisfaction with access to GP services
Satisfaction with access to GP services by ethnicity,763ce72ef591f49a0a77c53bc3a62fc06955c31e,18A,No,Yes,No,2011 census: 18 categories,Access to treatment,Satisfaction with access to GP services
Rates of adults using NHS-funded secondary mental health and learning disability services,57725c4605b92ded508a5eff799a8c4e178dfdca,16A,Yes,Yes,No,2001 census: 16 categories (plus 'unknown'),Access to treatment,Adults using NHS-funded mental health and learning disability services
Satisfaction with GP services by ethnicity,abfe555b00d82da2c3441ceca4ac92c273ed42ee,18A,No,Yes,No,2011 census: 18 categories,Patient experiences,Patient experience of primary care - GP services
Satisfaction with GP services by ethnicity,7652eeb432e25946d23c0d3679649450db8c95fd,18A,No,Yes,No,2011 census: 18 categories,Patient experiences,Patient experience of primary care - GP services
Satisfaction with GP out-of-hours services by ethnicity,f7b97873ff7496befe37875b55b7e38f09df1820,18A,No,Yes,Yes,2011 census: 18 categories,Patient experiences,Patient satisfaction with GP out-of-hours services
Satisfaction with GP out-of-hours services by ethnicity,dde4b9e0be952198edbb462b4865f3ab49dc7d22,18A,No,Yes,Yes,2011 census: 18 categories,Patient experiences,Patient satisfaction with GP out-of-hours services
Satisfaction with GP out-of-hours services by ethnicity,5f3b09cf1f4c49bb049c4bfec63c55322157f728,18A,No,Yes,Yes,2011 census: 18 categories,Patient experiences,Patient satisfaction with GP out-of-hours services
Satisfaction with GP out-of-hours services by ethnicity,c519a28e0da998bd7cd537b4c2beb9766e4db49f,18A,No,Yes,Yes,2011 census: 18 categories,Patient experiences,Patient satisfaction with GP out-of-hours services
Patients reporting a positive experience of NHS dental services by ethnicity,d9996f6b6998e4139569d3913ae3f9b185222eeb,18A,No,Yes,Yes,2011 census: 18 categories,Patient experiences,Patient satisfaction with NHS dental services
Patients reporting a positive experience of NHS dental services by ethnicity,5ea846dc7734a0c16485306b865299e5124006b8,18A,No,Yes,Yes,2011 census: 18 categories,Patient experiences,Patient satisfaction with NHS dental services
Inpatient satisfaction with hospital care by ethnicity,4e6fd94ac93f731f92d73ac0ea05c60e7276eeb3,18A,No,Yes,No,2011 census: 18 categories,Patient experiences,Inpatient satisfaction with hospital care
Inpatient satisfaction with hospital care by ethnicity,6cb0c3da928b1d20af74f9dcc49ad64af469ed6f,18A,No,Yes,No,2011 census: 18 categories,Patient experiences,Inpatient satisfaction with hospital care
Inpatient satisfaction with hospital care by ethnicity,ad15f7e00179ad09400e4f48b9189eb98485688d,18A,No,Yes,No,2011 census: 18 categories,Patient experiences,Inpatient satisfaction with hospital care
Inpatient satisfaction with hospital care by ethnicity,7e5a7359727e9c448393aceb5dd303527c089689,18A,No,Yes,No,2011 census: 18 categories,Patient experiences,Inpatient satisfaction with hospital care
Average health-related quality of life score for adults aged 65 and older,162b090db49a889970c306c9aab314f6fc193a99,16A,No,No,No,2001 census: 16 categories (plus 'unknown'),Patient outcomes,Health-related quality of life for older people
Outcome following a course of psychological therapy,03cc8e93bfd7553e03e1f6a0b8056a6b08cadf47,18A,Yes,Yes,No,2011 census: 18 categories,Access to treatment,OLD Detentions under the Mental Health Act 1983 in NHS funded adult secondary mental health and learning disability services
Employed people from White and Other ethnicities,117abc68ea4c58df44eaf493a4a4b77e04eeb19b,2A,No,Yes,No,"White, Other",Employment,Employment
Employed people from White and Other ethnicities,15949fcaaefb0050db65fcfa2385d6ccb0f774cb,2A,No,Yes,No,"White, Other",Employment,Employment
Employed people from White and Other ethnicities,caab8b7a22fb85b07df8b519f5f89990b42a81d6,2A,No,Yes,No,"White, Other",Employment,Employment
Employment by ethnicity,5353cc7ebfd9631a7419885043750f0bc43becab,8A,Yes,Yes,No,"Indian, Pakistani and Bangladeshi, Asian other, Black, Mixed, White British, White other, Other",Employment,Employment
Employment by ethnicity,947173846ee714b8e9ea7a0597673e3a0505ea0e,8A,Yes,Yes,No,"Indian, Pakistani and Bangladeshi, Asian other, Black, Mixed, White British, White other, Other",Employment,Employment
Employment by ethnicity,79df6960f8a7efa9d4145762c7f32bf6c6d62c3c,8A,Yes,Yes,No,"Indian, Pakistani and Bangladeshi, Asian other, Black, Mixed, White British, White other, Other",Employment,Employment
Employment by ethnicity,e9c5363d51251785a3b8b8a6710702ae3addf8a9,8A,Yes,Yes,No,"Indian, Pakistani and Bangladeshi, Asian other, Black, Mixed, White British, White other, Other",Employment,Employment
Employment by ethnicity,9fe08b34f60b1398110ec1fd24dfd699d4f30b3c,8A,Yes,Yes,No,"Indian, Pakistani and Bangladeshi, Asian other, Black, Mixed, White British, White other, Other",Employment,Employment
Employment by ethnicity,920b01629f50443165efc9a638b2a3bde7b0790f,8A,Yes,Yes,No,"Indian, Pakistani and Bangladeshi, Asian other, Black, Mixed, White British, White other, Other",Employment,Employment
Employment by ethnicity,84864ce7a5ec2fc9908c252f71973a6438c5d55c,8A,Yes,Yes,No,"Indian, Pakistani and Bangladeshi, Asian other, Black, Mixed, White British, White other, Other",Employment,Employment
Employment by ethnicity (White and Other),db63ae106d058eecdef2c0bc9aa98f9332f5dbbc,2A,No,Yes,No,"White, Other",Employment,Employment
Employment by ethnicity (White and Other),554ca0a92a7b8f71bf95c3214a88cbaba37f6e3e,2A,No,Yes,No,"White, Other",Employment,Employment
Employment by ethnicity (White and Other),75951fa4bb7204f335e7301637b992c4f4b5a703,2A,No,Yes,No,"White, Other",Employment,Employment
Employment by ethnicity (White and Other),2875da5ab7f2ec1eb654df8ad3ebcb0897e07eca,2A,No,Yes,No,"White, Other",Employment,Employment
Employment by ethnicity and age,ffd8aac232c64f8c27925f88a70474903179e46a,8A,No,Yes,No,"Indian, Pakistani and Bangladeshi, Asian other, Black, Mixed, White British, White other, Other",Employment,Employment
Employment by ethnicity and age,3e2a118cbbabcc312f080ea5027f58de71a53c98,8A,No,Yes,No,"Indian, Pakistani and Bangladeshi, Asian other, Black, Mixed, White British, White other, Other",Employment,Employment
Employment by ethnicity and age,2221c8c1f27e75e2a960c96381c28f96e84f9f2d,8A,No,Yes,No,"Indian, Pakistani and Bangladeshi, Asian other, Black, Mixed, White British, White other, Other",Employment,Employment
Employment by ethnicity and age,590d6d369b0515657848fb004ac0f07467ba5603,8A,No,Yes,No,"Indian, Pakistani and Bangladeshi, Asian other, Black, Mixed, White British, White other, Other",Employment,Employment
Employment by ethnicity and age,f48f2bd55e8b1e6a3603ee7565babcaf597cef8e,8A,No,Yes,No,"Indian, Pakistani and Bangladeshi, Asian other, Black, Mixed, White British, White other, Other",Employment,Employment
Employment by ethnicity and age,71fbcf196a4912de4613bb6171662ec34bd68352,8A,No,Yes,No,"Indian, Pakistani and Bangladeshi, Asian other, Black, Mixed, White British, White other, Other",Employment,Employment
Employment by ethnicity and age,7d1f2027aa0ed4136dc9db4f150435316ea7a7f7,8A,No,Yes,No,"Indian, Pakistani and Bangladeshi, Asian other, Black, Mixed, White British, White other, Other",Employment,Employment
Employment by ethnicity and area,4d01ea560108ed5c0e935e577cf3dcd40e7fd2b9,8A,No,Yes,No,"Indian, Pakistani and Bangladeshi, Asian other, Black, Mixed, White British, White other, Other",Employment,Employment
Employment by ethnicity and area,9d41214a03088b681c3cd44a41ede43f75fbf747,8A,No,Yes,No,"Indian, Pakistani and Bangladeshi, Asian other, Black, Mixed, White British, White other, Other",Employment,Employment
Employment by ethnicity and area,ee7d26583a009a8957f30bd5d90f2f139c50fa11,8A,No,Yes,No,"Indian, Pakistani and Bangladeshi, Asian other, Black, Mixed, White British, White other, Other",Employment,Employment
Employment by ethnicity and area,3172ac5bc5a8135870c35a27869ee19f382fb1b8,8A,No,Yes,No,"Indian, Pakistani and Bangladeshi, Asian other, Black, Mixed, White British, White other, Other",Employment,Employment
Employment by ethnicity and gender,f64b7eb48f3af4c38c9fab378d637741dd3d4ac0,8A,No,Yes,No,"Indian, Pakistani and Bangladeshi, Asian other, Black, Mixed, White British, White other, Other",Employment,Employment
Employment by ethnicity and gender,44fbf364125c4724481ec8cae9010ee669c4cd48,8A,No,Yes,No,"Indian, Pakistani and Bangladeshi, Asian other, Black, Mixed, White British, White other, Other",Employment,Employment
Employment by ethnicity and gender,3654ae1fd3ad1299e9c167a15504964df8fe57f8,8A,No,Yes,No,"Indian, Pakistani and Bangladeshi, Asian other, Black, Mixed, White British, White other, Other",Employment,Employment
Employment by ethnicity and gender,01f2c6625e7fa723fb1f042f98c9d42b8ca59648,8A,No,Yes,No,"Indian, Pakistani and Bangladeshi, Asian other, Black, Mixed, White British, White other, Other",Employment,Employment
Employment by ethnicity and gender,3e139f4cc7bc2aebdda8f73c7fb06d28241f2a37,8A,No,Yes,No,"Indian, Pakistani and Bangladeshi, Asian other, Black, Mixed, White British, White other, Other",Employment,Employment
Employment by ethnicity and gender,969b3a675ee7e95c2eea5b1e7c76e0bc7ce08539,8A,No,Yes,No,"Indian, Pakistani and Bangladeshi, Asian other, Black, Mixed, White British, White other, Other",Employment,Employment
Employment by ethnicity and gender,d43cb4f6476ed77c1361a3c792ddd8162c166f2e,8A,No,Yes,No,"Indian, Pakistani and Bangladeshi, Asian other, Black, Mixed, White British, White other, Other",Employment,Employment
Employment by ethnicity and region,95620e82c5782133ba65392276cec8ceb4916b9c,8A,No,Yes,No,"Indian, Pakistani and Bangladeshi, Asian other, Black, Mixed, White British, White other, Other",Employment,Employment
Employment by ethnicity and region,bf3176ebe66f9f39b4d8f298b73177554e70df7f,8A,No,Yes,No,"Indian, Pakistani and Bangladeshi, Asian other, Black, Mixed, White British, White other, Other",Employment,Employment
Employment by ethnicity and region,af6eb15f85dc0d75f3a6cd9b3fb4e925adf54741,8A,No,Yes,No,"Indian, Pakistani and Bangladeshi, Asian other, Black, Mixed, White British, White other, Other",Employment,Employment
Employment by ethnicity over time,a5411e0f5632e5e77925e8d7040a145059bcdeee,8A,No,Yes,No,"Indian, Pakistani and Bangladeshi, Asian other, Black, Mixed, White British, White other, Other",Employment,Employment
Employment by ethnicity over time,835441d6ee8ba53cc80ad3ad0c6971eb5bead37c,8A,No,Yes,No,"Indian, Pakistani and Bangladeshi, Asian other, Black, Mixed, White British, White other, Other",Employment,Employment
Employment by ethnicity over time,a2a96c067b08538c2dc13af0aeb24b5777068b13,8A,No,Yes,No,"Indian, Pakistani and Bangladeshi, Asian other, Black, Mixed, White British, White other, Other",Employment,Employment
Employment by ethnicity over time,875247e899eff23a15d1b21117b8efa5fc681192,8A,No,Yes,No,"Indian, Pakistani and Bangladeshi, Asian other, Black, Mixed, White British, White other, Other",Employment,Employment
Employment by ethnicity over time,6ea43fc22206f482b319c472f2fa4f4272cd9232,8A,No,Yes,No,"Indian, Pakistani and Bangladeshi, Asian other, Black, Mixed, White British, White other, Other",Employment,Employment
Employment by ethnicity over time,5bd12ff65383776d97826cbb5c0439c1cff823ad,8A,No,Yes,No,"Indian, Pakistani and Bangladeshi, Asian other, Black, Mixed, White British, White other, Other",Employment,Employment
Employment by ethnicity over time,2fe8e3837dc77eb330de02d2069a94d085742836,8A,No,Yes,No,"Indian, Pakistani and Bangladeshi, Asian other, Black, Mixed, White British, White other, Other",Employment,Employment
Employment for 16 to 24 year olds by ethnicity over time,5487a4f1fce2fe77d3bb974f31330cf584db1934,8A,No,Yes,No,"Indian, Pakistani and Bangladeshi, Asian other, Black, Mixed, White British, White other, Other",Employment,Employment
Employment for 16 to 24 year olds by ethnicity over time,9aa92d2a4788d11ed847dbf9b64bdf7fa48ffee5,8A,No,Yes,No,"Indian, Pakistani and Bangladeshi, Asian other, Black, Mixed, White British, White other, Other",Employment,Employment
Employment for 16 to 24 year olds by ethnicity over time,682d5b0afc48e14ef9bacdc2849cd49834aff198,8A,No,Yes,No,"Indian, Pakistani and Bangladeshi, Asian other, Black, Mixed, White British, White other, Other",Employment,Employment
Employment for 16 to 24 year olds by ethnicity over time,cc36a2c769077e77b1f9adb4632007a3ec7fa8cd,8A,No,Yes,No,"Indian, Pakistani and Bangladeshi, Asian other, Black, Mixed, White British, White other, Other",Employment,Employment
Unemployed 16-24 year olds by ethnicity over time,3de1b3c7b9e99947c78e0e32a39bb4b7e667760d,2A,No,Yes,No,"White, Other",Unemployment and economic inactivity,Unemployment
Unemployed 16-24 year olds by ethnicity over time,b791123558c7178fe7a23ab817bab0cc5a097ae5,2A,No,Yes,No,"White, Other",Unemployment and economic inactivity,Unemployment
